AttributeNameCN,AttributeNameEN,AutoReformedEnName
预测利润总额最大值,est_maxebt,EstMaxEBt
预测利润总额最大值(币种转换),est_maxebt1,EstMaxEBt1
预测利润总额最大值(可选类型),west_maxebt,WestMaxEBt
预测利润总额最大值(可选类型-币种转换),west_maxebt1,WestMaxEBt1
预测利润总额最小值,est_minebt,EstMinEBT
预测利润总额最小值(币种转换),est_minebt1,EstMinEBT1
预测利润总额最小值(可选类型),west_minebt,WestMinEBT
预测利润总额最小值(可选类型-币种转换),west_minebt1,WestMinEBT1
预测利润总额中值,est_medianebt,EstMedianEBt
预测利润总额中值(币种转换),est_medianebt1,EstMedianEBt1
预测利润总额中值(可选类型),west_medianebt,WestMedianEBt
预测利润总额中值(可选类型-币种转换),west_medianebt1,WestMedianEBt1
预测利润总额标准差,est_stdebt,EstStDebt
预测利润总额标准差(币种转换),est_stdebt1,EstStDebt1
预测利润总额标准差(可选类型),west_stdebt,WestStDebt
预测利润总额标准差(可选类型-币种转换),west_stdebt1,WestStDebt1
预测营业利润平均值,est_avgoperatingprofit,EstAvgOperatingProfit
预测营业利润平均值(币种转换),est_avgoperatingprofit1,EstAvgOperatingProfit1
预测营业利润平均值(可选类型),west_avgoperatingprofit,WestAvgOperatingProfit
预测营业利润平均值(可选类型-币种转换),west_avgoperatingprofit1,WestAvgOperatingProfit1
预测营业利润最大值,est_maxoperatingprofit,EstMaxOperatingProfit
预测营业利润最大值(币种转换),est_maxoperatingprofit1,EstMaxOperatingProfit1
预测营业利润最大值(可选类型),west_maxoperatingprofit,WestMaxOperatingProfit
预测营业利润最大值(可选类型-币种转换),west_maxoperatingprofit1,WestMaxOperatingProfit1
预测营业利润最小值,est_minoperatingprofit,EstMinOperatingProfit
预测营业利润最小值(币种转换),est_minoperatingprofit1,EstMinOperatingProfit1
预测营业利润最小值(可选类型),west_minoperatingprofit,WestMinOperatingProfit
预测营业利润最小值(可选类型-币种转换),west_minoperatingprofit1,WestMinOperatingProfit1
预测营业利润中值,est_medianoperatingprofit,EstMedianOperatingProfit
预测营业利润中值(币种转换),est_medianoperatingprofit1,EstMedianOperatingProfit1
预测营业利润中值(可选类型),west_medianoperatingprofit,WestMedianOperatingProfit
预测营业利润中值(可选类型-币种转换),west_medianoperatingprofit1,WestMedianOperatingProfit1
预测营业利润标准差,est_stdoperatingprofit,EstStdOperatingProfit
预测营业利润标准差(币种转换),est_stdoperatingprofit1,EstStdOperatingProfit1
预测营业利润标准差(可选类型),west_stdoperatingprofit,WestStdOperatingProfit
预测营业利润标准差(可选类型-币种转换),west_stdoperatingprofit1,WestStdOperatingProfit1
营业收入调高家数,est_sales_upgrade,EstSalesUpgrade
营业收入调高家数(可选类型),west_sales_upgrade,WestSalesUpgrade
营业收入调低家数,est_sales_downgrade,EstSalesDowngrade
营业收入调低家数(可选类型),west_sales_downgrade,WestSalesDowngrade
营业收入维持家数,est_sales_maintain,EstSalesMaintain
营业收入维持家数(可选类型),west_sales_maintain,WestSalesMaintain
净利润调高家数,est_netprofit_upgrade,EstNetProfitUpgrade
净利润调高家数(可选类型),west_netprofit_upgrade,WestNetProfitUpgrade
净利润调低家数,est_netprofit_downgrade,EstNetProfitDowngrade
净利润调低家数(可选类型),west_netprofit_downgrade,WestNetProfitDowngrade
净利润维持家数,est_netprofit_maintain,EstNetProfitMaintain
净利润维持家数(可选类型),west_netprofit_maintain,WestNetProfitMaintain
预测净利润增长率,est_yoynetprofit,EstYoYNetProfit
预测净利润增长率(可选类型),west_yoynetprofit,WestYoYNetProfit
预测营业收入增长率,est_yoysales,EstYoYSales
预测营业收入增长率(可选类型),west_yoysales,WestYoYSales
综合评级(数值),rating_avg,RatingAvg
综合评级(数值)(可选类型),wrating_avg_data,WRatingAvgData
综合评级(中文),rating_avgchn,RatingAvgChN
综合评级(中文)(可选类型),wrating_avg_cn,WRatingAvgCn
综合评级(英文),rating_avgeng,RatingAvGeng
综合评级(英文)(可选类型),wrating_avg_en,WRatingAvgEn
评级机构家数,rating_instnum,RatingInStNum
评级机构家数(可选类型),wrating_instnum,WRatingInStNum
评级调高家数,rating_upgrade,RatingUpgrade
评级调高家数(可选类型),wrating_upgrade,WRatingUpgrade
评级调低家数,rating_downgrade,RatingDowngrade
评级调低家数(可选类型),wrating_downgrade,WRatingDowngrade
评级维持家数,rating_maintain,RatingMaintain
评级维持家数(可选类型),wrating_maintain,WRatingMaintain
评级买入家数,rating_numofbuy,RatingNumOfBuy
评级买入家数(可选类型),wrating_numofbuy,WRatingNumOfBuy
评级增持家数,rating_numofoutperform,RatingNumOfOutperform
评级增持家数(可选类型),wrating_numofoutperform,WRatingNumOfOutperform
评级中性家数,rating_numofhold,RatingNumOfHold
评级中性家数(可选类型),wrating_numofhold,WRatingNumOfHold
评级减持家数,rating_numofunderperform,RatingNumOfUnderPerform
评级减持家数(可选类型),wrating_numofunderperform,WRatingNumOfUnderPerform
评级卖出家数,rating_numofsell,RatingNumOfSell
评级卖出家数(可选类型),wrating_numofsell,WRatingNumOfSell
一致预测目标价,wrating_targetprice,WRatingTargetPrice
一致预测目标价(可选类型),targetprice_avg,TargetPriceAvg
一致预测目标价上升空间_PIT,west_freturn,WestFReturn
大事日期(大事后预测),est_event_date,EstEventDate
营业收入预测机构家数(可选类型),west_instnum_sales,WestInStNumSales
净利润预测机构家数(可选类型),west_instnum_np,WestInStNumNp
每股现金流预测机构家数(可选类型),west_instnum_cps,WestInStNumCpS
每股股利预测机构家数(可选类型),west_instnum_dps,WestInStNumDps
息税前利润预测机构家数(可选类型),west_instnum_ebit,WestInStNumEbIt
息税折旧摊销前利润预测机构家数(可选类型),west_instnum_ebitda,WestInStNumEbItDa
每股净资产预测机构家数(可选类型),west_instnum_bps,WestInStNumBpS
利润总额预测机构家数(可选类型),west_instnum_ebt,WestInStNumEBt
总资产收益率预测机构家数(可选类型),west_instnum_roa,WestInStNumRoa
净资产收益率预测机构家数(可选类型),west_instnum_roe,WestInStNumRoe
营业利润预测机构家数(可选类型),west_instnum_op,WestInStNumOp
预测营业成本平均值(可选类型),west_avgoc,WestAvgOc
预测营业成本最大值(可选类型),west_maxoc,WestMaxOc
预测营业成本最小值(可选类型),west_minoc,WestMinoC
预测营业成本中值(可选类型),west_mediaoc,WestMediaOc
预测营业成本标准差(可选类型),west_stoc,WestSToC
预测基准股本综合值(可选类型),west_avgshares,WestAvgShares
盈利修正比例(可选类型),err_wi,ErrWi
未来3年净利润复合年增长率,est_cagr_np,EstCAgrNp
未来3年营业总收入复合年增长率,est_cagr_sales,EstCAgrSales
销售毛利率预测机构家数(可选类型),west_instnum_gm,WestInStNumGm
预测营业成本平均值(可选类型-币种转换),west_avgoc1,WestAvgOc1
预测营业成本最大值(可选类型-币种转换),west_maxoc1,WestMaxOc1
预测营业成本最小值(可选类型-币种转换),west_minoc1,WestMinoC1
预测营业成本中值(可选类型-币种转换),west_mediaoc1,WestMediaOc1
预测营业成本标准差(可选类型-币种转换),west_stoc1,WestSToC1
前次最低目标价,est_prelowprice_inst,EstPreLowPriceInSt
前次最高目标价,est_prehighprice_inst,EstPreHighPriceInSt
本次最低目标价,est_lowprice_inst,EstLowPriceInSt
本次最高目标价,est_highprice_inst,EstHighPriceInSt
机构投资评级(原始),est_orgrating_inst,EstOrGratingInSt
机构投资评级(标准化得分),est_scorerating_inst,EstScoreRatingInSt
机构投资评级(标准化评级),est_stdrating_inst,EstStdRatingInSt
机构最近评级时间,est_newratingtime_inst,EstNewRatingTimeInSt
机构最近预测时间,est_estnewtime_inst,EstEstNewTimeInSt
机构预测营业收入,est_sales_inst,EstSalesInSt
机构预测净利润,est_netprofit_inst,EstNetProfitInSt
机构预测每股收益,est_eps_inst,EstEpsInSt
机构首次评级时间,est_frstratingtime_inst,EstFrStRatingTimeInSt
评级研究员,est_ratinganalyst,EstRatingAnalyst
预测研究员,est_estanalyst,EstEstAnalyst
内容,est_rptabstract_inst,EstRpTAbstractInSt
报告标题,est_rpttitle_inst,EstRpTTitleInSt
预告净利润变动幅度(%),profitnotice_change,ProfitNoticeChange
去年同期每股收益,profitnotice_lasteps,ProfitNoticeLaSteps
可分配利润,stmnote_profitapr_3,StmNoteProfitApr3
上年同期扣非净利润,profitnotice_lastyeardeductedprofit,ProfitNoticeLastYearDeductedProfit
上年同期营业收入,profitnotice_lastyearincome,ProfitNoticeLastYearIncome
上年同期扣除后营业收入,profitnotice_lastyeardeductedsales,ProfitNoticeLastYearDeductedSales
预告基本每股收益下限,profitnotice_basicearnmax,ProfitNoticeBasicEarnMax
预告基本每股收益上限,profitnotice_basicearnmin,ProfitNoticeBasicEarnMin
预告扣非后基本每股收益下限,profitnotice_deductedearnmin,ProfitNoticeDeductedEarnMin
预告扣非后基本每股收益上限,profitnotice_deductedearnmax,ProfitNoticeDeductedEarnMax
上年同期扣非后基本每股收益,profitnotice_lastyeardeductedearn,ProfitNoticeLastYearDeductedEarn
预告净利润上限,profitnotice_netprofitmax,ProfitNoticeNetProfitMax
单季度.预告净利润上限(海外),qprofitnotice_netprofitmax,QProfitNoticeNetProfitMax
预告净利润下限,profitnotice_netprofitmin,ProfitNoticeNetProfitMin
单季度.预告净利润下限(海外),qprofitnotice_netprofitmin,QProfitNoticeNetProfitMin
预告净利润同比增长上限,profitnotice_changemax,ProfitNoticeChangeMax
单季度.预告净利润同比增长上限(海外),qprofitnotice_changemax,QProfitNoticeChangeMax
预告净利润同比增长下限,profitnotice_changemin,ProfitNoticeChangeMin
单季度.预告净利润同比增长下限(海外),qprofitnotice_changemin,QProfitNoticeChangeMin
预告扣非净利润上限,profitnotice_deductedprofitmax,ProfitNoticeDeductedProfitMax
预告扣非净利润下限,profitnotice_deductedprofitmin,ProfitNoticeDeductedProfitMin
预告扣非净利润同比增长上限,profitnotice_deductedprofityoymax,ProfitNoticeDeductedProfitYoYMax
预告扣非净利润同比增长下限,profitnotice_deductedprofityoymin,ProfitNoticeDeductedProfitYoYMin
预告营业收入上限,profitnotice_incomemax,ProfitNoticeIncomeMax
预告营业收入下限,profitnotice_incomemin,ProfitNoticeIncomeMin
预告扣除后营业收入上限,profitnotice_deductedsalesmax,ProfitNoticeDeductedSalesMax
预告扣除后营业收入下限,profitnotice_deductedsalesmin,ProfitNoticeDeductedSalesMin
预告净营收上限(海外),profitnotice_netsalesmax,ProfitNoticeNetSalesMax
单季度.预告净营收上限(海外),qprofitnotice_netsalesmax,QProfitNoticeNetSalesMax
预告净营收下限(海外),profitnotice_netsalesmin,ProfitNoticeNetSalesMin
单季度.预告净营收下限(海外),qprofitnotice_netsalesmin,QProfitNoticeNetSalesMin
预告净营收同比增长上限(海外),profitnotice_netsalesyoymax,ProfitNoticeNetSalesYoYMax
单季度.预告净营收同比增长上限(海外),qprofitnotice_netsalesyoymax,QProfitNoticeNetSalesYoYMax
预告净营收同比增长下限(海外),profitnotice_netsalesyoymin,ProfitNoticeNetSalesYoYMin
单季度.预告净营收同比增长下限(海外),qprofitnotice_netsalesyoymin,QProfitNoticeNetSalesYoYMin
预告总营收上限(海外),profitnotice_salesmax,ProfitNoticeSalesMax
单季度.预告总营收上限(海外),qprofitnotice_salesmax,QProfitNoticeSalesMax
预告总营收下限(海外),profitnotice_salesmin,ProfitNoticeSalesMin
单季度.预告总营收下限(海外),qprofitnotice_salesmin,QProfitNoticeSalesMin
预告总营收同比增长上限(海外),profitnotice_salesyoymax,ProfitNoticeSalesYoYMax
单季度.预告总营收同比增长上限(海外),qprofitnotice_salesyoymax,QProfitNoticeSalesYoYMax
预告总营收同比增长下限(海外),profitnotice_salesyoymin,ProfitNoticeSalesYoYMin
单季度.预告总营收同比增长下限(海外),qprofitnotice_salesyoymin,QProfitNoticeSalesYoYMin
现金流量利息保障倍数,ocftointerest,OCFToInterest
每股现金流量净额(TTM)_PIT,fa_cfps_ttm,FaCfpSTtM
每股现金流量净额,cfps,CfpS
每股现金流量净额_GSD,wgsd_cfps,WgsDCfpS
其他现金流量调整_GSD,wgsd_cash_bal_chg_cf,WgsDCashBalChgCf
企业自由现金流量FCFF,fcff,FcFf
股权自由现金流量FCFE,fcfe,FcFe
股权自由现金流量FCFE_GSD,wgsd_fcfe2,WgsDFcFe2
企业自由现金流量_GSD,wgsd_fcff2,WgsDFcFf2
企业自由现金流量_PIT,fa_fcff,FaFcFf
股权自由现金流量_PIT,fa_fcfe,FaFcFe
增长率-净现金流量(TTM)_PIT,fa_ncgr_ttm,FaNcGrTtM
每股企业自由现金流量,fcffps,FcFFps
每股股东自由现金流量,fcfeps,FcFEps
每股企业自由现金流量_GSD,wgsd_fcffps2,WgsDFcFFps2
每股股东自由现金流量_GSD,wgsd_fcfeps2,WgsDFcFEps2
单季度.其他现金流量调整_GSD,wgsd_qfa_cash_bal_chg_cf,WgsDQfaCashBalChgCf
每股企业自由现金流量_PIT,fa_fcffps,FaFcFFps
每股股东自由现金流量_PIT,fa_fcfeps,FaFcFEps
经营活动产生现金流量净额/带息债务(TTM)_PIT,fa_ocftointerestdebt_ttm,FaOCFToInterestDebtTtM
经营活动产生现金流量净额/净债务(TTM)_PIT,fa_ocftonetdebt_ttm,FaOCFToNetDebtTtM
经营活动产生的现金流量净额/营业收入,ocftoor,OCFToOr
经营活动产生的现金流量净额/经营活动净收益,ocftooperateincome,OCFToOperateIncome
经营活动产生的现金流量净额占比,ocftocf,OCFTOCF
投资活动产生的现金流量净额占比,icftocf,ICfTOCF
筹资活动产生的现金流量净额占比,fcftocf,FcFTOCF
经营活动产生的现金流量净额/负债合计,ocftodebt,OCFToDebt
经营活动产生的现金流量净额/带息债务,ocftointerestdebt,OCFToInterestDebt
经营活动产生的现金流量净额/流动负债,ocftoshortdebt,OCFToShortDebt
经营活动产生的现金流量净额/非流动负债,ocftolongdebt,OCFToLongDebt
经营活动产生的现金流量净额/净债务,ocftonetdebt,OCFToNetDebt
经营活动产生的现金流量净额(同比增长率),yoyocf,YoyOCF
经营活动产生的现金流量净额(N年-增长率),growth_ocf,GrowthOCF
经营活动产生的现金流量净额/营业收入(TTM),ocftoor_ttm2,OCFToOrTtM2
经营活动产生的现金流量净额/经营活动净收益(TTM),ocftooperateincome_ttm2,OCFToOperateIncomeTtM2
经营活动产生的现金流量净额/营业利润(TTM),operatecashflowtoop_ttm,OperateCashFlowToOpTtM
经营活动产生的现金流量净额/营业收入_GSD,wgsd_ocftosales,WgsDOCFToSales
经营活动产生的现金流量净额/经营活动净收益_GSD,wgsd_ocftooperateincome,WgsDOCFToOperateIncome
经营活动产生的现金流量净额/流动负债_GSD,wgsd_ocftoliqdebt,WgsDOCFToLiqDebt
经营活动产生的现金流量净额/负债合计_GSD,wgsd_ocftodebt,WgsDOCFToDebt
经营活动产生的现金流量净额/带息债务_GSD,wgsd_ocftointerestdebt,WgsDOCFToInterestDebt
经营活动产生的现金流量净额/净债务_GSD,wgsd_ocftonetdebt,WgsDOCFToNetDebt
经营活动产生的现金流量净额(同比增长率)_GSD,wgsd_yoyocf,WgsDYoyOCF
经营活动产生的现金流量净额(N年-增长率)_GSD,wgsd_growth_ocf,WgsDGrowthOCF
经营活动产生的现金流量净额/经营活动净收益(TTM)_GSD,ocftooperateincome_ttm3,OCFToOperateIncomeTtM3
经营活动产生的现金流量净额/营业利润(TTM)_GSD,operatecashflowtoop_ttm2,OperateCashFlowToOpTtM2
经营活动产生的现金流量净额/营业收入(TTM)_GSD,ocftosales_ttm2,OCFToSalesTtM2
经营活动产生的现金流量净额_GSD,wgsd_oper_cf,WgsDOperCf
投资活动产生的现金流量净额_GSD,wgsd_invest_cf,WgsDInvestCf
筹资活动产生的现金流量净额_GSD,wgsd_fin_cf,WgsDFinCf
经营活动产生的现金流量净额差额(合计平衡项目),cf_oper_act_netting,CfOperActNetting
经营活动产生的现金流量净额,stm07_cs_reits_opernetcash,Stm07CsReItsOperNetCash
投资活动产生的现金流量净额差额(合计平衡项目),cf_inv_act_netting,CfInvActNetting
投资活动产生的现金流量净额,stm07_cs_reits_investnetcash,Stm07CsReItsInvestNetCash
筹资活动产生的现金流量净额差额(合计平衡项目),cf_fnc_act_netting,CfFncActNetting
筹资活动产生的现金流量净额,stm07_cs_reits_financenetcash,Stm07CsReItsFinanceNetCash
经营活动产生的现金流量净额/营业收入_PIT,fa_ocftoor,FaOCFToOr
经营活动产生的现金流量净额/营业收入(TTM)_PIT,fa_ocftoor_ttm,FaOCFToOrTtM
经营活动产生的现金流量净额/经营活动净收益(TTM)_PIT,fa_ocftooai_ttm,FaOCFTooAITtM
经营活动产生的现金流量净额/营业利润(TTM)_PIT,fa_ocftoop_ttm,FaOCFToOpTtM
经营活动产生的现金流量净额/负债合计_PIT,fa_ocftodebt,FaOCFToDebt
经营活动产生的现金流量净额/营业收入(TTM-只有最新数据),ocftoor_ttm,OCFToOrTtM
经营活动产生的现金流量净额/经营活动净收益(TTM-只有最新数据),ocftooperateincome_ttm,OCFToOperateIncomeTtM
间接法-经营活动现金流量净额差额(特殊报表科目),im_net_cash_flows_oper_act_gap,ImNetCashFlowsOperActGap
间接法-经营活动现金流量净额差额说明(特殊报表科目),im_net_cash_flows_oper_act_gap_detail,ImNetCashFlowsOperActGapDetail
间接法-经营活动现金流量净额差额(合计平衡项目),im_net_cash_flows_oper_act_netting,ImNetCashFlowsOperActNetting
每股经营活动产生的现金流量净额(TTM)_PIT,fa_ocfps_ttm,FaOcFpsTtM
每股经营活动产生的现金流量净额,ocfps,OcFps
每股经营活动产生的现金流量净额(同比增长率),yoyocfps,YoyOCFpS
每股经营活动产生的现金流量净额(同比增长率)_GSD,wgsd_yoyocfps,WgsDYoyOCFpS
其他投资活动产生的现金流量净额_GSD,wgsd_invest_oth_cf,WgsDInvestOThCf
其他筹资活动产生的现金流量净额_GSD,wgsd_fin_oth_cf,WgsDFinOThCf
单季度.经营活动产生的现金流量净额/营业收入,qfa_ocftosales,QfaOCFToSales
单季度.经营活动产生的现金流量净额/经营活动净收益,qfa_ocftoor,QfaOCFToOr
单季度.经营活动产生的现金流量净额占比,ocftocf_qfa,OCFTOCFQfa
单季度.投资活动产生的现金流量净额占比,icftocf_qfa,ICfTOCFQfa
单季度.筹资活动产生的现金流量净额占比,fcftocf_qfa,FcFTOCFQfa
单季度.经营活动产生的现金流量净额_GSD,wgsd_qfa_oper_cf,WgsDQfaOperCf
单季度.投资活动产生的现金流量净额_GSD,wgsd_qfa_invest_cf,WgsDQfaInvestCf
单季度.筹资活动产生的现金流量净额_GSD,wgsd_qfa_fin_cf,WgsDQfaFinCf
间接法-经营活动产生的现金流量净额,im_net_cash_flows_oper_act,ImNetCashFlowsOperAct
单季度.经营活动产生的现金流量净额,qfa_net_cash_flows_oper_act,QfaNetCashFlowsOperAct
单季度.投资活动产生的现金流量净额,qfa_net_cash_flows_inv_act,QfaNetCashFlowsInvAct
单季度.筹资活动产生的现金流量净额,qfa_net_cash_flows_fnc_act,QfaNetCashFlowsFncAct
增长率-经营活动产生的现金流量净额(TTM)_PIT,fa_cfogr_ttm,FaCFogRTtM
增长率-筹资活动产生的现金流量净额(TTM)_PIT,fa_cffgr_ttm,FaCffGrTtM
增长率-投资活动产生的现金流量净额(TTM)_PIT,fa_cfigr_ttm,FaCFigRTtM
单季度.其他投资活动产生的现金流量净额_GSD,wgsd_qfa_invest_oth_cf,WgsDQfaInvestOThCf
单季度.其他筹资活动产生的现金流量净额_GSD,wgsd_qfa_fin_oth_cf,WgsDQfaFinOThCf
单季度.间接法-经营活动产生的现金流量净额,qfa_im_net_cash_flows_oper_act,QfaImNetCashFlowsOperAct
权益乘数(杜邦分析),dupont_assetstoequity,DupontAssetsToEquity
权益乘数(杜邦分析)_GSD,wgsd_dupont_assetstoequity,WgsDDupontAssetsToEquity
主营构成(按行业)-项目名称,segment_industry_item,SegmentIndustryItem
主营构成(按行业)-项目收入,segment_industry_sales1,SegmentIndustrySales1
主营构成(按行业)-项目成本,segment_industry_cost1,SegmentIndustryCost1
主营构成(按行业)-项目毛利,segment_industry_profit1,SegmentIndustryProfit1
主营构成(按行业)-项目毛利率,segment_industry_gpmargin,SegmentIndustryGpMargin
主营构成(按产品)-项目名称,segment_product_item,SegmentProductItem
主营构成(按产品)-项目收入,segment_product_sales1,SegmentProductSales1
主营构成(按产品)-项目成本,segment_product_cost1,SegmentProductCost1
主营构成(按产品)-项目毛利,segment_product_profit1,SegmentProductProfit1
主营构成(按产品)-项目毛利率,segment_product_gpmargin,SegmentProductGpMargin
主营构成(按地区)-项目名称,segment_region_item,SegmentRegionItem
主营构成(按地区)-项目收入,segment_region_sales1,SegmentRegionSales1
主营构成(按地区)-项目成本,segment_region_cost1,SegmentRegionCost1
主营构成(按地区)-项目毛利,segment_region_profit1,SegmentRegionProfit1
主营构成(按地区)-项目毛利率,segment_region_gpmargin,SegmentRegionGpMargin
主营构成(按行业)-项目收入(旧),segment_industry_sales,SegmentIndustrySales
主营构成(按行业)-项目成本(旧),segment_industry_cost,SegmentIndustryCost
主营构成(按行业)-项目毛利(旧),segment_industry_profit,SegmentIndustryProfit
主营构成(按产品)-项目收入(旧),segment_product_sales,SegmentProductSales
主营构成(按产品)-项目成本(旧),segment_product_cost,SegmentProductCost
主营构成(按产品)-项目毛利(旧),segment_product_profit,SegmentProductProfit
主营构成(按地区)-项目收入(旧),segment_region_sales,SegmentRegionSales
主营构成(按地区)-项目成本(旧),segment_region_cost,SegmentRegionCost
主营构成(按地区)-项目毛利(旧),segment_region_profit,SegmentRegionProfit
审计意见类别,stmnote_audit_category,StmNoteAuditCategory
内控_审计意见类别,stmnote_InAudit_category,StmNoteInAuditCategory
资产减值准备,prov_depr_assets,ProvDePrAssets
资产减值准备(非经常性损益),stmnote_Eoitems_13,StmNoteEoItems13
固定资产减值准备合计,stmnote_reserve_21,StmNoteReserve21
固定资产减值准备-房屋、建筑物,stmnote_reserve_22,StmNoteReserve22
固定资产减值准备-机器设备,stmnote_reserve_23,StmNoteReserve23
固定资产减值准备-专用设备,stmnote_reserve_24,StmNoteReserve24
固定资产减值准备-运输工具,stmnote_reserve_25,StmNoteReserve25
固定资产减值准备-通讯设备,stmnote_reserve_26,StmNoteReserve26
固定资产减值准备-电子设备,stmnote_reserve_27,StmNoteReserve27
固定资产减值准备-办公及其它设备,stmnote_reserve_28,StmNoteReserve28
固定资产减值准备-其它设备,stmnote_reserve_29,StmNoteReserve29
无形资产减值准备,stmnote_reserve_30,StmNoteReserve30
无形资产减值准备-专利权,stmnote_reserve_31,StmNoteReserve31
无形资产减值准备-商标权,stmnote_reserve_32,StmNoteReserve32
无形资产减值准备-职工住房使用权,stmnote_reserve_33,StmNoteReserve33
无形资产减值准备-土地使用权,stmnote_reserve_34,StmNoteReserve34
计提投资资产减值准备,stmnote_InvestmentIncome_0007,StmNoteInvestmentIncome0007
单季度.资产减值准备,qfa_prov_depr_assets,QfaProvDePrAssets
土地使用权_GSD,wgsd_land_use_rights,WgsDLandUseRights
土地使用权_原值,stmnote_LandUseRights_19,StmNoteLandUseRights19
土地使用权_累计摊销,stmnote_LandUseRights_20,StmNoteLandUseRights20
土地使用权_减值准备,stmnote_LandUseRights_21,StmNoteLandUseRights21
土地使用权_账面价值,stmnote_LandUseRights_22,StmNoteLandUseRights22
买入返售金融资产,prt_reverserepo,PrtReverseRepo
买入返售金融资产:证券,stmnote_SPUAR_0001,StmNoteSPuAr0001
买入返售金融资产:票据,stmnote_SPUAR_0002,StmNoteSPuAr0002
买入返售金融资产:贷款,stmnote_SPUAR_0003,StmNoteSPuAr0003
买入返售金融资产:信托及其他受益权,stmnote_SPUAR_0004,StmNoteSPuAr0004
买入返售金融资产:长期应收款,stmnote_SPUAR_0005,StmNoteSPuAr0005
买入返售金融资产:其他担保物,stmnote_SPUAR_0006,StmNoteSPuAr0006
买入返售金融资产:减值准备,stmnote_SPUAR_0007,StmNoteSPuAr0007
买入返售金融资产:股票质押式回购,stmnote_SPUAR_10001,StmNoteSPuAr10001
买入返售金融资产:约定购回式证券,stmnote_SPUAR_10002,StmNoteSPuAr10002
买入返售金融资产:债券买断式回购,stmnote_SPUAR_10003,StmNoteSPuAr10003
买入返售金融资产:债券质押式回购,stmnote_SPUAR_10004,StmNoteSPuAr10004
买入返售金融资产:债券回购,stmnote_SPUAR_10007,StmNoteSPuAr10007
买入返售金融资产:其他,stmnote_SPUAR_10005,StmNoteSPuAr10005
买入返售金融资产合计,stmnote_SPUAR_10006,StmNoteSPuAr10006
买入返售金融资产_FUND,stm_bs_17,StmBs17
买入返售金融资产(交易所市场)_FUND,stm_bs_repoin_exchmkt,StmBsRepoInExChMkt
买入返售金融资产(银行间市场)_FUND,stm_bs_repoin_interbmkt,StmBsRepoInInterBmkT
买入返售金融资产收入_FUND,stm_is_3,StmIs3
可供出售金融资产,fin_assets_avail_for_sale,FinAssetsAvailForSale
可供出售金融资产:产生的利得/(损失),stmnote_FAAviableForSale_0001,StmNoteFaaViableForSale0001
可供出售金融资产:产生的所得税影响,stmnote_FAAviableForSale_0002,StmNoteFaaViableForSale0002
可供出售金融资产:前期计入其他综合收益当期转入损益的金额,stmnote_FAAviableForSale_0003,StmNoteFaaViableForSale0003
可供出售金融资产公允价值变动,stmnote_FAAviableForSale_0004,StmNoteFaaViableForSale0004
可供出售金融资产减值损失,stmnote_ImpairmentLoss_8,StmNoteImpairmentLoss8
处置可供出售金融资产净增加额,net_incr_disp_fin_assets_avail,NetInCrDispFinAssetsAvail
融出证券:可供出售金融资产,stmnote_securitieslending_3,StmNoteSecuritiesLending3
单季度.处置可供出售金融资产净增加额,qfa_net_incr_disp_fin_assets_avail,QfaNetInCrDispFinAssetsAvail
融出证券合计,stmnote_securitieslending_1,StmNoteSecuritiesLending1
融出证券:交易性金融资产,stmnote_securitieslending_2,StmNoteSecuritiesLending2
融出证券:转融通融入证券,stmnote_securitieslending_4,StmNoteSecuritiesLending4
融出证券:转融通融入证券余额,stmnote_securitieslending_5,StmNoteSecuritiesLending5
融出证券:减值准备,stmnote_securitieslending_6,StmNoteSecuritiesLending6
现金及存放中央银行款项,cash_deposits_central_bank,CashDepositsCentralBank
银行存款_FUND,stm_bs_1,StmBs1
银行存款,prt_cash,PrtCash
银行存款占基金资产净值比,prt_cashtonav,PrtCashToNav
银行存款占基金资产总值比,prt_cashtoasset,PrtCashToAsset
银行存款市值增长率,prt_cashvaluegrowth,PrtCashValueGrowth
银行存款市值占基金资产净值比例增长,prt_cashtonavgrowth,PrtCashToNavGrowth
货币资金-银行存款,stmnote_bankdeposit,StmNoteBankDeposit
货币资金/短期债务,cashtostdebt,CashToStDebt
货币资金增长率,yoy_cash,YoYCash
货币资金/流动负债_GSD,wgsd_cashtoliqdebt,WgsDCashToLiqDebt
货币资金,stm07_bs_reits_cash,Stm07BsReItsCash
货币资金合计,stmnote_DPST_4412,StmNoteDpsT4412
货币资金-库存现金,stmnote_cashinvault,StmNoteCashInvault
借款合计,stmnote_Borrow_4512,StmNoteBorrow4512
短期借款,st_borrow,StBorrow
长期借款,lt_borrow,LtBorrow
质押借款,pledge_loan,PledgeLoan
取得借款收到的现金,cash_recp_borrow,CashRecpBorrow
短期借款小计,stmnote_STBorrow_4512,StmNoteStBorrow4512
长期借款小计,stmnote_LTBorrow_4512,StmNoteLtBorrow4512
短期借款_FUND,stm_bs_70,StmBs70
长期借款/资产总计_PIT,fa_ltborrowtoasset,FaLtBorrowToAsset
国际商业借款比率,busloanratio_n,BusLoanRatioN
国际商业借款比率(旧),busloanratio,BusLoanRatio
美元短期借款(折算人民币),stmnote_STBorrow_4506,StmNoteStBorrow4506
日元短期借款(折算人民币),stmnote_STBorrow_4507,StmNoteStBorrow4507
欧元短期借款(折算人民币),stmnote_STBorrow_4508,StmNoteStBorrow4508
